date,source,source_id,domain,original_verdict,sourcecard,patch,hook,hook_integration_status,landing_targets,owner_landing,compact_or_fast_layer,router_or_deep_map_route,active_theory_node,open_tension,current_disposition,next_action,notes
2026-03-13,*Cognitive Systems Research*: *(Mis)perceiving others: toward a second-person science of schizophrenia*（https://www.sciencedirect.com/science/article/pii/S1389041726000252）,legacy:2026-03_Part01:058,philosophy,A,,,,none,Philosophy/SRT_Social_Cognition.md,claimed_in_log:Philosophy/SRT_Social_Cognition.md,,,,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:75 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-13,用户粘贴材料：`How Your Brain Predicts Itself`,legacy:2026-03_Part01:059,neuroscience,A,,,,none,Philosophy/SRT_Philosophy_Foundations.md,claimed_in_log:Philosophy/SRT_Philosophy_Foundations.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:76 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-14,Medium / Intuition Machine: *The Cognitive Horizon: Why Human Understanding Peaks at Triadic Thinking*（https://medium.com/intuitionmachine/the-cognitive-horizon-why-human-understanding-peaks-at-triadic-thinking-3c7259df0e60）,legacy:2026-03_Part01:060,core,A,,,,none,Core/SRT_Core_13a_Operator_Basics.md;Core/SRT_Core_12b_Ontology_L2.md,claimed_in_log:Core/SRT_Core_13a_Operator_Basics.md;claimed_in_log:Core/SRT_Core_12b_Ontology_L2.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:77 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-14,Popular Mechanics: *Scientists Say Consciousness May Extend Beyond Humans*（https://www.popularmechanics.com/science/a70702319/consciousness-beyond-humans/）,legacy:2026-03_Part01:061,neuroscience,A,,,,none,AI/SRT_AI_03_Consciousness_Framework.md,claimed_in_log:AI/SRT_AI_03_Consciousness_Framework.md,,,NODE-CONSCIOUSNESS;NODE-AI-REASONING,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:78 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-14,bioRxiv: *Cell-type specific astrocyte activation is driven by cortical top-down modulation*（https://www.biorxiv.org/content/10.64898/2026.03.08.710364v1）,legacy:2026-03_Part01:062,neuroscience,A,,,,none,Neuroscience/SRT_Neural_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Neural_Mechanisms.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:79 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-15,Zenodo: *The Natural Criticality Hypothesis of Subjective Time — A Neurodynamic Formalization via Action Readiness Density r(t) —*（https://zenodo.org/records/19020476）,legacy:2026-03_Part01:063,cross_domain_or_writing,B,,,,none,,,,,,,unclear,Do not revive; repair trigger/provenance metadata only when this item is next touched.,log=2026-03_Part01.md:80 | official_declared_scope=yes | original_status=观察中 | named_revival_trigger=no
2026-03-15,"Quanta: *Fed on Reams of Cell Data, AI Maps New Neighborhoods in the Brain*（https://www.quantamagazine.org/fed-on-reams-of-cell-data-ai-maps-new-neighborhoods-in-the-brain-20260209/）",legacy:2026-03_Part01:064,neuroscience,A,,,,none,Neuroscience/SRT_Neural_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Neural_Mechanisms.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:81 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-15,New Scientist: *The secret to guessing more accurately with maths*（https://www.newscientist.com/article/2518198-the-secret-to-guessing-more-accurately-with-maths/）,legacy:2026-03_Part01:065,AI,C,,,,none,,,,,,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part01.md:82 | official_declared_scope=yes | original_status=不融入
2026-03-15,Nature News: *Cell simulator predicts life's molecular choreography from DNA*（https://www.nature.com/articles/d41586-026-00786-4）,legacy:2026-03_Part01:066,core,A,,,,none,Core/SRT_Core_14_Dynamics_Scaling.md,claimed_in_log:Core/SRT_Core_14_Dynamics_Scaling.md,,,,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:83 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-15,用户粘贴访谈节选（Rovelli / Žižek 对话，含 `Why do you use the term freedom? What does this mean for a stone?` 段）,legacy:2026-03_Part01:067,neuroscience,C,,,,none,,,,,NODE-CONSCIOUSNESS;NODE-PHYSICS-MEASUREMENT,,superseded_or_duplicate,No action; retain provenance only.,log=2026-03_Part01.md:84 | official_declared_scope=yes | original_status=不融入
2026-03-15,"用户粘贴长篇视频文案：`A virus is not alive, yet it evolves...`（Omni 风格生命边界讲解稿）",legacy:2026-03_Part01:068,neuroscience,C,,,,none,,,,,NODE-CONSCIOUSNESS;NODE-NEURAL-DECODABILITY;NODE-AI-REASONING,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part01.md:85 | official_declared_scope=yes | original_status=不融入
2026-03-16,用户粘贴讲座转录：Fröhlich condensation / long-range electrodynamic biomolecular interactions（已追溯 *Phys. Rev. X* 2018、*Science Advances* 2022、*Frontiers of Physics* 2025）,legacy:2026-03_Part01:069,physics,A,,,,none,Core/SRT_Core_13a_Operator_Basics.md,claimed_in_log:Core/SRT_Core_13a_Operator_Basics.md,,,,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:86 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-16,用户粘贴讲解稿：Wigner / unreasonable effectiveness / complex numbers / Hilbert space / symmetry（`Here's a question that sounds simple...`）,legacy:2026-03_Part01:070,physics,C,,,,none,,,,,NODE-PHYSICS-MEASUREMENT,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part01.md:87 | official_declared_scope=yes | original_status=不融入
2026-03-16,用户粘贴讲解稿：space / spacetime quasicrystal（`What is space? That's one of the biggest questions...`，已追溯 arXiv:2601.07769）,legacy:2026-03_Part01:071,cross_domain_or_writing,B,,,,none,,,,,,,unclear,Do not revive; repair trigger/provenance metadata only when this item is next touched.,log=2026-03_Part01.md:88 | official_declared_scope=yes | original_status=观察中 | named_revival_trigger=no
2026-03-16,用户粘贴讲座转录：cell mechanics / ultrasound / microtubules / cancer / Fibonacci acoustic signals（已追溯 *Eur. Biophys. J.* 2005、2011，*Bioengineering & Translational Medicine* 2021，*Biosystems* 2026）,legacy:2026-03_Part01:072,neuroscience,A,,,,none,Neuroscience/SRT_Neuro_07_Evo_Devo.md,claimed_in_log:Neuroscience/SRT_Neuro_07_Evo_Devo.md,,,NODE-NEURAL-DECODABILITY,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:89 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-16,"Quanta: *Where Some See Strings, She Sees a Space-Time Made of Fractals*（https://www.quantamagazine.org/where-some-see-strings-she-sees-a-space-time-made-of-fractals-20260311/）",legacy:2026-03_Part01:073,physics,A,,,,none,Physics/SRT_Physics_Cosmology.md,claimed_in_log:Physics/SRT_Physics_Cosmology.md,,,NODE-PHYSICS-MEASUREMENT,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:90 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-16,Quanta: *How Our Longest Nerve Orchestrates the Mind-Body Connection*（https://www.quantamagazine.org/how-our-longest-nerve-orchestrates-the-mind-body-connection-20240826/）,legacy:2026-03_Part01:074,neuroscience,A,,,,none,Neuroscience/SRT_Neuro_08_Immune_Dist.md,claimed_in_log:Neuroscience/SRT_Neuro_08_Immune_Dist.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part01.md:91 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-16,Quanta: *Finding Beauty and Truth in Mundane Occurrences*（https://www.quantamagazine.org/finding-beauty-and-truth-in-mundane-occurrences-20250509/）,legacy:2026-03_Part01:075,physics,C,,,,none,,,,,NODE-PHYSICS-MEASUREMENT,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part01.md:92 | official_declared_scope=yes | original_status=不融入
2026-03-16,Quanta: *Why Do Humanoid Robots Still Struggle With the Small Stuff?*（https://www.quantamagazine.org/why-do-humanoid-robots-still-struggle-with-the-small-stuff-20260313/）,legacy:2026-03_Part01:076,AI,A,,,,none,AI/SRT_AI_01_Ontology.md,claimed_in_log:AI/SRT_AI_01_Ontology.md,,,NODE-AI-REASONING,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:93 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-16,"Preprints.org: *The Subquantum Void as RON_NMSI Memory Network, or How Wasserstein Geometry Annulled the Big Bang and Universe Expansion*（https://www.preprints.org/manuscript/202601.0354）",legacy:2026-03_Part01:077,neuroscience,C,,,,none,,,,,NODE-PHYSICS-MEASUREMENT,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part01.md:94 | official_declared_scope=yes | original_status=不融入
2026-03-16,microvalence literature batch（Lebrecht et al. 2012; Bar & Neta 2007; Cleeremans & Tallon-Baudry 2022; Mentec et al. 2026）,legacy:2026-03_Part01:078,neuroscience,A,,,,none,AI/SRT_AI_03_Consciousness_Framework.md,claimed_in_log:AI/SRT_AI_03_Consciousness_Framework.md,,,NODE-CONSCIOUSNESS;NODE-AI-REASONING,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:95 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-16,Eq-Select-Thermo literature batch（Casali et al. 2013; Schartner et al. 2015; Peng et al. 2014; Stender et al. 2016; Weninger et al. 2022）,legacy:2026-03_Part01:079,cross_domain_or_writing,A,,,,none,_SRT_EQ_HYP_MAP.md;SRT_EXP_MEASURE_MAP.md,claimed_in_log:_SRT_EQ_HYP_MAP.md;claimed_in_log:SRT_EXP_MEASURE_MAP.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:96 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-16,Eq-LDP group-scale bridge batch（Toner & Tu 1998; Bain & Bartolo 2019; Bertini et al. 2001/2005/2015; Agranov et al. 2023; Gu et al. 2025）,legacy:2026-03_Part01:080,cross_domain_or_writing,A,,,,none,_SRT_EQ_HYP_MAP.md;SRT_EXP_MEASURE_MAP.md,claimed_in_log:_SRT_EQ_HYP_MAP.md;claimed_in_log:SRT_EXP_MEASURE_MAP.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part01.md:97 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-17,"Quanta: *Where Some See Strings, She Sees a Space-Time Made of Fractals*（https://www.quantamagazine.org/where-some-see-strings-she-sees-a-space-time-made-of-fractals-20260311/，用户再次提交）",legacy:2026-03_Part01:081,physics,C,,,,none,,,,,NODE-PHYSICS-MEASUREMENT,,superseded_or_duplicate,No action; retain provenance only.,log=2026-03_Part01.md:98 | official_declared_scope=yes | original_status=不融入
2026-03-18,Frontiers Editorial: *Quantum electromagnetic photon-mediated communication in neuronal networks*（https://www.frontiersin.org/journals/systems-neuroscience/articles/10.3389/fnsys.2026.1804343/full）,legacy:2026-03_Part02:001,neuroscience,A,,,,none,Neuroscience/SRT_Neuro_06_Field_Effects.md,claimed_in_log:Neuroscience/SRT_Neuro_06_Field_Effects.md,,,NODE-NEURAL-DECODABILITY,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part02.md:18 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-18,Quanta: *How Smell Guides Our Inner World*（https://www.quantamagazine.org/how-smell-guides-our-inner-world-20250703/）,legacy:2026-03_Part02:002,neuroscience,A,,,,none,Neuroscience/SRT_Neural_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Neural_Mechanisms.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:19 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-18,Frontiers Editorial: *Quantum electromagnetic photon-mediated communication in neuronal networks*（https://www.frontiersin.org/journals/systems-neuroscience/articles/10.3389/fnsys.2026.1804343/full，用户再次提交）,legacy:2026-03_Part02:003,neuroscience,C,,,,none,,,,,NODE-NEURAL-DECODABILITY,,superseded_or_duplicate,No action; retain provenance only.,log=2026-03_Part02.md:20 | official_declared_scope=yes | original_status=不融入
2026-03-18,IAI News: *Language creates an altered state of consciousness*（https://iai.tv/articles/language-creates-an-altered-state-of-consciousness-auid-3118）,legacy:2026-03_Part02:004,neuroscience,A,,,,none,Philosophy/SRT_SocTheory_05_Language_Eco.md,claimed_in_log:Philosophy/SRT_SocTheory_05_Language_Eco.md,,,NODE-CONSCIOUSNESS,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:21 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-21,"Veritas / *New Scientist*: *A single-celled organism without a brain is capable of Pavlovian learning*（https://repo.enc.edu/2026/03/13/a-single-celled-organism-without-a-brain-is-capable-of-pavlovian-learning/；主锚点：*bioRxiv* `Associative learning in the protozoan Stentor coeruleus`, doi:`10.1101/2026.02.27.640732`）",legacy:2026-03_Part02:005,neuroscience,A,,,,none,Neuroscience/SRT_Neuro_07_Evo_Devo.md,claimed_in_log:Neuroscience/SRT_Neuro_07_Evo_Devo.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:22 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-21,*Trends in Cognitive Sciences*: *Beyond binding: from modular to natural vision*（https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(25)00074-9；PMCID:`PMC12135946`；doi:`10.1016/j.tics.2025.03.002`）,legacy:2026-03_Part02:006,neuroscience,A,,,,none,Neuroscience/SRT_Neuro_06_Field_Effects.md,claimed_in_log:Neuroscience/SRT_Neuro_06_Field_Effects.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:23 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-21,*Communications Psychology*: *Interoceptive ability is uncorrelated across respiratory and cardiac axes in a large scale psychophysical study*（https://www.nature.com/articles/s44271-026-00404-z；doi:`10.1038/s44271-026-00404-z`）,legacy:2026-03_Part02:007,neuroscience,A,,,,none,Neuroscience/SRT_Neuro_08_Immune_Dist.md,claimed_in_log:Neuroscience/SRT_Neuro_08_Immune_Dist.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:24 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-21,"Popular Mechanics: *You Owe Your Intelligence to These Tiny Life Forms, Research Suggests—And They’re Still Shaping Our Brains*（https://www.popularmechanics.com/science/a70792658/gut-microbes-shape-brains/；主锚点：PNAS `Primate gut microbiota induce evolutionarily salient changes in mouse neurodevelopment`, doi:`10.1073/pnas.2426232122`）",legacy:2026-03_Part02:008,neuroscience,A,,,,none,Neuroscience/SRT_Neuro_08_Immune_Dist.md,claimed_in_log:Neuroscience/SRT_Neuro_08_Immune_Dist.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:25 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-22,"Quanta: *Once Thought to Support Neurons, Astrocytes Turn Out to Be in Charge*（https://www.quantamagazine.org/once-thought-to-support-neurons-astrocytes-turn-out-to-be-in-charge-20260130/；主锚点：*Science* 2025 `Norepinephrine signals through astrocytes to modulate synapses`, doi:`10.1126/science.adq5480`；`Adrenergic receptor signaling gates astrocyte responsiveness to neurotransmitters and control of neuronal activity`, doi:`10.1126/science.adq5729`；`Astroglial norepinephrine signaling mediates effort transition via a delayed inhibitory circuit`, doi:`10.1126/science.adq5233`）",legacy:2026-03_Part02:009,neuroscience,A,,,,none,Neuroscience/SRT_Neural_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Neural_Mechanisms.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:26 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-22,*Nature Reviews Neuroscience*: *Clarifying the conceptual dimensions of representation in neuroscience*（https://www.nature.com/articles/s41583-026-01030-8；doi:`10.1038/s41583-026-01030-8`）,legacy:2026-03_Part02:010,philosophy,A,,,,none,Philosophy/SRT_Philosophy_Foundations.md,claimed_in_log:Philosophy/SRT_Philosophy_Foundations.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part02.md:27 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-22,*Mind and Matter*: *Cases of Unconventional Multiscale Information Flow Across the Mind-Body Interface*（用户提交 Ingenta 链接：https://www.ingentaconnect.com/content/imp/mm/2025/00000023/00000001/art00003；期刊目录与摘要页：https://www.mindmatter.de/journal/issues/mmissue23_1.html / https://www.mindmatter.de/journal/abstracts/mmabstracts23_1.html#lev；doi:`10.5376/mm2025.13`）,legacy:2026-03_Part02:011,neuroscience,A,,,,none,Neuroscience/SRT_Clin_01_Pathology.md,claimed_in_log:Neuroscience/SRT_Clin_01_Pathology.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:28 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-23,"PsyPost: *Neuroscientists just upended our understanding of Pavlovian learning*（https://www.psypost.org/neuroscientists-just-upended-our-understanding-of-pavlovian-learning/；主锚点：*Nature Neuroscience* `Duration between rewards controls the rate of behavioral and dopaminergic learning`, doi:`10.1038/s41593-026-02206-2`）",legacy:2026-03_Part02:012,neuroscience,A,,,,none,Neuroscience/SRT_Neural_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Neural_Mechanisms.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:29 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-23,bioRxiv: *Hierarchical Flows of Human Cortical Activity*（https://doi.org/10.64898/2026.03.19.712872；用户原始链接：https://www.biorxiv.org/content/10.64898/2026.03.19.712872v1；摘要/元数据核对：Crossref `10.64898/2026.03.19.712872`、OpenAlex `W7139131641`）,legacy:2026-03_Part02:013,neuroscience,A,,,,none,Neuroscience/SRT_Neural_Mechanisms.md,claimed_in_log:Neuroscience/SRT_Neural_Mechanisms.md,,,NODE-NEURAL-DECODABILITY,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:30 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-23,Popular Mechanics: *Is Consciousness Real? Or Is It an Illusion?*（https://www.popularmechanics.com/science/a70806483/is-consciousness-real-or-illusion/；文中主要串联来源含 Christof Koch 的 *Scientific American* 观点文 `Is Consciousness Universal?`、Keith Frankish 关于 illusionism 的论文索引页、以及 Rupert Sheldrake 的个人站点/JCS 文章）,legacy:2026-03_Part02:014,neuroscience,C,,,,none,,,,,NODE-CONSCIOUSNESS;NODE-NEURAL-DECODABILITY,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part02.md:31 | official_declared_scope=yes | original_status=不融入
2026-03-23,Psychology Today: *The Ontology of LLMs: A New Framework for Knowledge*（https://www.psychologytoday.com/us/blog/the-digital-self/202409/the-ontology-of-llms-a-new-framework-for-knowledge）,legacy:2026-03_Part02:015,AI,C,,,,none,,,,,NODE-AI-REASONING,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part02.md:32 | official_declared_scope=yes | original_status=不融入
2026-03-23,IAI News: *Memory is not stored in the brain*（https://iai.tv/articles/memory-is-not-stored-in-the-brain-auid-3420）,legacy:2026-03_Part02:016,neuroscience,C,,,,none,,,,,NODE-NEURAL-DECODABILITY,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part02.md:33 | official_declared_scope=yes | original_status=不融入
2026-03-23,PhilPapers / PhilArchive: *What Is It Like To Be a Conscious AI: The New Hard Problem of... Existing*（https://philpapers.org/rec/PRIWII-2；全文镜像：https://philarchive.org/archive/PRIWII-2）,legacy:2026-03_Part02:017,neuroscience,C,,,,none,,,,,NODE-CONSCIOUSNESS;NODE-AI-REASONING,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part02.md:34 | official_declared_scope=yes | original_status=不融入
2026-03-23,IAI News: *Consciousness breaks from the physical world by keeping the past alive*（https://iai.tv/articles/consciousness-breaks-from-the-physical-world-by-keeping-the-past-alive-auid-3447）,legacy:2026-03_Part02:018,neuroscience,C,,,,none,,,,,NODE-CONSCIOUSNESS;NODE-NEURAL-DECODABILITY;NODE-AI-REASONING,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part02.md:35 | official_declared_scope=yes | original_status=不融入
2026-03-23,New Scientist: *What does it mean if the universe has extra dimensions?*（https://www.newscientist.com/article/2519272-what-does-it-mean-if-the-universe-has-extra-dimensions/）,legacy:2026-03_Part02:019,physics,C,,,,none,,,,,NODE-PHYSICS-MEASUREMENT,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part02.md:36 | official_declared_scope=yes | original_status=不融入
2026-03-24,本地文件：`papers/ALIFE2026_SelectiveRealityConstruction_v15_zh_archive.md`,legacy:2026-03_Part02:020,cross_domain_or_writing,C,,,,none,,,,,,,superseded_or_duplicate,No action; retain provenance only.,log=2026-03_Part02.md:37 | official_declared_scope=yes | original_status=不融入
2026-03-24,"Quanta: *Are Strings Still Our Best Hope for a Theory of Everything?*（https://www.quantamagazine.org/are-strings-still-our-best-hope-for-a-theory-of-everything-20260323/；主锚点：arXiv `Strings from Almost Nothing`, arXiv:`2508.09246`, doi:`10.48550/arXiv.2508.09246`；arXiv `String Theory from Maximal Supersymmetry`, arXiv:`2601.11705`, doi:`10.48550/arXiv.2601.11705`）",legacy:2026-03_Part02:021,physics,A,,,,none,Physics/SRT_Phys_10_Integration.md,claimed_in_log:Physics/SRT_Phys_10_Integration.md,,,NODE-PHYSICS-MEASUREMENT,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:38 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-24,"New Atlas: *Ghost in the machine: The race toward conscious, sentient AI*（https://newatlas.com/ai-humanoids/ai-consciousness-sentience-nirvanic-gildert/；源头为 Nirvanic / North of Patient 访谈转述）",legacy:2026-03_Part02:022,neuroscience,C,,,,none,,,,,NODE-CONSCIOUSNESS;NODE-PHYSICS-MEASUREMENT;NODE-AI-REASONING,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part02.md:39 | official_declared_scope=yes | original_status=不融入
2026-03-24,用户粘贴讲稿：*Human brain specializations related to language and theory of mind*,legacy:2026-03_Part02:023,neuroscience,A,,,,none,Philosophy/SRT_Social_Cognition.md,claimed_in_log:Philosophy/SRT_Social_Cognition.md,,,,,owner_landed_not_active,Route only in the relevant active-layer workline; no automatic theory claim.,log=2026-03_Part02.md:40 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=yes
2026-03-25,"ISF: *Cognition Without Brains: How Memory Emerges in Polymers, Cells, and Spacetime*（https://spacefed.com/biology/cognition-without-brains-how-memory-emerges-in-polymers-cells-and-spacetime/；主锚点：Strong, Holderbaum & Hayashi, *Cell Reports Physical Science* 2024 `Electro-active polymer hydrogels exhibit emergent memory when embodied in a simulated game environment`, doi:`10.1016/j.xcrp.2024.102151`）",legacy:2026-03_Part02:024,neuroscience,A,,,,none,Core/SRT_Core_14_Dynamics_Scaling.md,claimed_in_log:Core/SRT_Core_14_Dynamics_Scaling.md,,,,,legacy_provenance_only,No mass rewrite; inspect only when the current owner is substantively edited.,log=2026-03_Part02.md:41 | official_declared_scope=yes | original_status=已融入 | historical_target_exists=yes | exact_landing_label_survives=no_or_unverified
2026-03-25,Big Think / Starts With A Bang: *The problem between gravity and quantum physics*（https://bigthink.com/starts-with-a-bang/problem-gravity-quantum-physics/）,legacy:2026-03_Part02:025,physics,C,,,,none,,,,,NODE-PHYSICS-MEASUREMENT,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part02.md:42 | official_declared_scope=yes | original_status=不融入
2026-03-25,"New Scientist: *Forget the multiverse. In the pluriverse, we create reality together*（https://www.newscientist.com/article/2518470-forget-the-multiverse-in-the-pluriverse-we-create-reality-together/）",legacy:2026-03_Part02:026,physics,C,,,,none,,,,,NODE-PHYSICS-MEASUREMENT,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part02.md:43 | official_declared_scope=yes | original_status=不融入
2026-03-25,"The Transmitter: *Trading places: What happens when neuroscience turns into machine learning, and machine learning turns into neuroscience?*（https://www.thetransmitter.org/the-big-picture/trading-places-what-happens-when-neuroscience-turns-into-machine-learning-and-machine-learning-turns-into-neuroscience/）",legacy:2026-03_Part02:027,neuroscience,C,,,,none,,,,,NODE-AI-REASONING,,rejected,No action; original C verdict remains authoritative.,log=2026-03_Part02.md:44 | official_declared_scope=yes | original_status=不融入
2026-03-26,"Quanta: *In Math, Rigor Is Vital. But Are Digitized Proofs Taking It Too Far?*（https://www.quantamagazine.org/in-math-rigor-is-vital-but-are-digitized-proofs-taking-it-too-far-20260325/）",legacy:2026-03_Part02:028,AI,C,,,,none,,,,,,,superseded_or_duplicate,No action; retain provenance only.,log=2026-03_Part02.md:45 | official_declared_scope=yes | original_status=不融入
2026-03-26,Neuron: *The neuroscience of advanced meditation: The promise of third wave meditation research*（https://www.cell.com/neuron/abstract/S0896-6273(26)00092-9；doi:`10.1016/j.neuron.2026.02.009`）,legacy:2026-03_Part02:029,neuroscience,C,,,,none,,,,,NODE-CONSCIOUSNESS,,superseded_or_duplicate,No action; retain provenance only.,log=2026-03_Part02.md:46 | official_declared_scope=yes | original_status=不融入
